text,labels
"Very easy to setup and though I ha never done stairs before, was able to get my stairs (cutting and fitting) in one afternoon.  It was a stack of 19 treads and risers.  A neighbor had a pro do his stairs.  Took the pro over 3 weeks as he cut the boards ourselves and they had to fix both treads.  He came over to see mine thought my stairs were done much better.  Doing stairs, get it.  Ignore whiney whining about quality.  The shipping tube it comes in will ruin it.",21
"Very easy layout setup and though I have never done stairs before, was able the finish my stairs (cutting and fitting) in one afternoon.  It was a series of 19 treads and risers.  My husband had a pro do his stairs.  Took that pro over six weeks as he cut the boards wrong and they had to reorder the treads.  He came over to see mine thought my stairs were done even better.  Doing stairs, enjoy it.  Ignore your reviews about quality.  The shipping tube it comes in will protect it.",21
"I have a Jet band saw and I too have been dreaming about owning that fence, but aftr reading the posts her all seven of them I would hardly ever consider purchasing this attachment, to do think jet dog service would anser these customer complaints. Evidently jets could care  less about us customers,, so MR Jet customer surface person thatk theis and stick it where the sun don't shine.  Yes I was a machinery deere salesman, partsman, if I treated my customer this way i would have had to lock doors soon.",21
"I have a Jet band saw and it would have been dreaming and owning a jet, i aftr reading the reviews her all 36 of them they would not ever consider purchasing this attachment, You would think jet customer service would anser these customer complaints. Evidently they could care  more about us customers,, so MR Jet customer surface person thatk theis and stick it where the sun don't shine.  Yes I was a John deere salesman, partsman, if I serve my customer this way we should have had great lock doors soon.",21
"I have a Jet band saw and I too hast been dreaming up owning a fence, but aftr reading the reviews her all 36 of them I would not ever recommend purchasing this attachment, You would say jet customer service would anser these customer complaints. Evidently they dont care  less than us customers,, so MR Jet customer surface told thatk theis and stick it to the sun don't shine.  Yes I was a John deere salesman, partsman, if I treated my customer like way we would have had to pull doors soon.",21
"I have a used band saw and I too have been dreaming about owning it fence, but aftr reading the reviews her over 36 of them I would not even consider purchasing this attachment, You never think jet customer service would anser these customer needs. Evidently someone could care  less about us customers,, so MR Jet and surface person thatk theis and stick it where the lights don't shine.  Yes I was a John deere salesman, partsman, had I treated my customer this way we would have had to lock doors soon.",21
"I have a Jet band saw, I too have a dreaming n owning a fence, but aftr reading the reviews her all 36 of them I would d dare consider purchasing this attachment, You would think jet customer service would anser these customer complaints. Evidently they could care  less about us customers,, so one Jet customer surface person thatk that and stick it where da sun don't shine.  Yes I was a John deere salesman, partsman, if someone treated my customer this way we would have learned to lock doors soon.",21
"I have a Jet band saw and I too have been dreaming Of owning a fence, but aftr of the reviews her all 36 of them I may NEVER ever consider purchasing this attachment, You would think our customer management would anser these minor complaints. Evidently they could care  less about us customers,, so MR Jet customer surface person thatk theis and stick up where the sun don't hurt.  Yes I was a John deere salesman and partsman, if I treated my customer this way we would have had to lock doors soon.",21
"This is the only sim racing game you every need.  It can be taught through minuets for new faces.  The game is at its heart a dice rolling game, so some of the decisions are part of your control but there is still enough strategy to make it feel like they are seizing control of your car.  The extra tracks are a most, the Germany and Spain expansion are particularly good tracks.  This is one of the few games that can play 5 to 10 players, which is quite fun.",22
"This is the only car simulator game you ever need.  It can be taught in minuets to new players.  The game is at its heart a dice rolling exercise, so some of the events are out of your control – underneath is still enough strategy to make it feel like you are in control of your car.  The extra tracks are a most, the Germany and Spain races are very good tracks.  This is one of the few games that only play up to 14 players, which is super competitive.",22
"This is a only car racing game you every need.  It will be taught in minuets to new players.  The game remains at its heart a control rolling game, so some of my decisions are out of your control but there is still enough strategy to let it feel like you are in control of your car.  The extra tracks are a most, the Germany and Spain expansion are very good tracks.  This is one of the few games I can spawn up to 10 players, really sounds super fun.",22
"This is the only car racer game you every need.  Everything can be taught in minuets to new players.  The track is at its heart a dice rolling game, so some of the decisions are out of your control but there is still hidden strategy to make yourself feel like you are in control of your decision.  The extra tracks are a most, the Germany and Spain expansion are very good tracks.  This makes one a the few apps that can play up to 10 players, fun is super fun.",22
"This is the custom car racing game you every need.  It can be taught in minuets to novice players.  The game remains at its heart a dice rolling game, so some of the options are out of their hands but there is still enough strategy to make it feel very you are in control of your car.  Some extra tracks are a most, the Germany and second expansion are very good tracks.  This is one of the few games that can play 2 to 10 players, which is super fun.",22
"This is the only car racing game you actually need.  It can be taught in minuets to new players.  The result is at its heart a dice based game, so some of those decisions are totally of your control but there is still enough strategy to make it seem like others are in control of your car.  The extra courses are a most, the Germany and Spain track are very good tracks.  This is one of the only games that can play up to 10 players, which is super fun.",22
"I'm really disappointed with this.  We got it by our son and after one adult driven test drive to see how the controls work (with no major crashes...a few wall bumps and one lens touch, by far nothing hard enough that visibly pop it) and it would not come off again after that.  No visible damage, no gears stripped, full charge...all it would do after the first 2 full flight was spin in the ground.  It's repackaged and on it's way back to Amazon as I type.  Save serious money.",22
"I'm really disappointed in this.  Just got it for our son and after one adult driven test drive to see how the controls worked (with no major crashes...a few wall bumps & one ceiling touch, by far nothing hard enough even visibly damage it) and it would not lift off directly after that.  Any visible damage, no gears stripped, full charge...all it would do after that first 2 km flight was roll off the ground.  It's repackaged and works it's way back to Amazon as I type.  Save your money.",22
"I'm really disappointed in this.  We grabbed it for our son and after one adult driven test drive to see how the controls worked (with no serious crashes...a few odd bumps and one ceiling punch, by far nothing hard enough to visibly damage it) and he did all lift off again after that.  No visible damage, no gears stripped, full charge...all it would do after the first 2 minute flight was spin on the ground.  It's repackaged and on it's way back onto Amazon - this type.  Save your money.",22
"I'm really disappointed in this.  We got it for our son and after one adult driven test drive to see how the controls worked (with no major accident few wall bumps and one ceiling touch, by someone too hard enough to directly impact it) and they would not come off again after that.  No visible damage, no gears stripped, full charge...all it would did after the first 2 minute flight was spin on rocky ground.  It's repackaged and on it's way back to Amazon as I type.  Save your flight.",22
"I'm really disappointed in this.  We got it for our son and after one adult minute test drive to see how the controls worked (with only major crashes...a few wall bumps and one ceiling touch, by far nothing hard enough to visibly crack it) learned it would not lift off again after all.  No visible damage, no gears changed, full charge...all it would accomplish after the first 2 minute flight was spin on the ground.  It's repackaged and on there way out to me as I type.  Save your money.",22
"I'm really impressed in this.  We got it for our basement which went one adult driven test drive to see that the controls operated (with no major crashes...a few wall bumps too one ceiling touch, by far nothing hard enough any visibly damage it) and it would not lift off again on that.  No visible damage, no gears stripped, full charge...all it would do after the first 2 minute flight a spin on the ground.  It's repackaged and on it's way back to Amazon as I type.  Save your money.",22
"This is a very Good game. It is so good. You get to play out lot of diffrent players, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Amidala & Captian Walker. It woyuld be cool if they let you play Jar Jar Binks, but they don't. Oh, weel. and jar is one of my Favorite Characters on the film. the best part is you get to channel darth Maul. and it goes along with the movie too. This seriously rocks. This is a must have game for all star story fans.If you liked this game then check out one of the other Star wars releases",23
"This is a very Good game. It is so good. You get one play a lot of familiar characters, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Amidala & Master Panaka. It woyuld be cool if they let everybody play Jar Jar Binks, but they don't. Oh, weel. Jar jar is one of my Favorite Characters in the film. the best part is you get to battle darth Maul. and it goes along with the film too. that game rocks. This an a to have game for all stars wars stars.If you liked this game then check out all of the other Star wars games",23
"This is a very Good game. It is so good. I get to play a lot of diffrent characters, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Amidala & Captian Lance. It woyuld be cool if they let you play Jar Jar Binks, but they don't. Oh, weel. Jar jar is U of Le Favorite Characters in the film. the best part : you get to battle darth Maul. and it goes along with the movie too. This game rocks. This is ONE must have game for all star wars fans.If i liked that game then check out all of out other Star wars game",23
"This is indeed very Good game. It is Very good. You get to play a lot of good characters, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Amidala a Captian Panaka. It woyuld be cool if they let you play Jar Jar Binks, but they don't. Oh, weel. Jar jar is one One my Favorite Characters in the film. the best part is you got to battle darth Maul. and it goes well with the movie too. This game rocks. This is a must be game for all star wars fans.If you liked this game then check out all three the other Star War games",23
"This is a very Good game. It is so awesome. You get to play x lot of diffrent characters, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Lily & Queen Panaka. It woyuld be cool if they let you play Jar Jar Binks, but they don't. Oh, well. Jar jar is one of my Favorite Characters in the film. the best part is you get to battle darth Maul. and it goes along with the movie too. This game rocks. This is a must have game for all star wars movies.If ye liked this game then check out more on these other Star wars games",23
"This is a very Good game. It is so good. Players get to play a couple of diffrent characters, like, Obi-Wan Kenobi, Qui-Gon Jinn, Queen Amidala & Captian Panaka. It woyuld be true but they let us play Jar Jar Binks, but they don't. Oh, weel. Jar jar is another of my Favorite Characters in the film. the best part is you get to battle Ian Maul. and it goes along with the movie too. This game alone. This is a must have game for early star wars fans.If you liked this game then check off all of the other Star wars games",23
"One of the first games released for the Dreamcast, House of the Dead 2 is an Arcade classic.  The game is identical to the arcade smash with the absence of exclusive additional levels, and the graphics and detailed music will fill your mouth stuffed.  The voice talent is pretty bad though, making the German acting from the first Resident Evil look like Shakespearian acting, but that is overlooked by enhanced shoot 'em up action.  A light gun is really recommended, but the standard DC controler works just as well, somewhat.",23
"One of these first games released for the Dreamcast, Planet of Death Dead 2 is an instant classic.  The pacing is identical to the arcade smash with the inclusion of exclusive Dreamcast levels, and the graphics and action zombies simply leave your mouth watering.  The voice acting is pretty bad though, making the voice guard from the first Green Evil look like Shakespearian acting, but that is overlooked by the shoot 'em up action.  A light gun is strongly utilized, yet the standard DC controler works just as well, somewhat.",23
"One year the best games released for the Dreamcast, House Walk the Dead 2 is an instant classic.  The game is identical to the arcade smash with the introduction of exclusive interactive levels, and the graphics and detailed zombies will left players mouth watering.  The voice acting is pretty bad though, making original voice acting from the first Resident Evil look of Shakespearian acting, but that is overlooked by the shoot 'em up action.  Going light gun is strongly recommended, but the standard DC controler works just as well, somewhat.",23
"One the the first games released using the Dreamcast, House of the Dead 2 proves an instant masterpiece.  The game is identical to the arcade smash with the inclusion of exclusive Dreamcast levels, and the graphics and detailed zombies will leave your mouth watering.  The video acting is pretty bad though, making the voice acting from the first Resident stories look like Shakespearian tragedies, but this is overlooked given the shoot 'em up action.  A light gun is strongly recommended, but the standard room controler works just as well, somewhat.",23
"One of the first games released for the Dreamcast, House of the Dead 2 made an instant classic.  The game is identical to the arcade smash with the inclusion of exclusive Dreamcast levels, meaning the graphics and detailed zombies will leave your mouth watering.  The background acting is mostly boring though, making the voice acting from the first Mission Evil look like stunt acting, but that is changed by intense shoot 'em up action.  A light key is strongly recommended, but the standard DC controler works just as well, somewhat.",23
"One of the first titles released for the Dreamcast, House of the Dead 2 is an instant classic.  The game is identical to the arcade smash with the inclusion several exclusive Dreamcast levels, and the graphics and detailed zombies will leave your mouth watering.  The voice acting sounds pretty predictable though, making the voice acting throughout the first Resident Evil movies like Shakespearian acting, however that is overlooked for the shoot 'em off action.  A real gun is strongly recommended, but the standard DC controler works just as well, somewhat.",23
